"DatesR","P","T","E","Qls","Qmm"
2008-08-11,1.1,16.6,3.3,1498,0.35952
2008-08-12,3.5,14.6,3,1080,0.2592
2008-08-13,0.4,15.3,3,590,0.1416
2008-08-14,0.4,14.8,3,567,0.13608
2008-08-15,0,16.3,3.2,567,0.13608
2008-08-16,0,17.1,3.2,567,0.13608
2008-08-17,0,18.2,3.4,493,0.11832
2008-08-18,0,19,3.5,256,0.06144
2008-08-19,0,21,3.8,241,0.05784
2008-08-20,12.6,18.1,3.3,208,0.04992
2008-08-21,5.4,16.4,3,444,0.10656
2008-08-22,0,15.8,2.9,902,0.21648
2008-08-23,1.8,16.8,3.1,520,0.1248
2008-08-24,0.6,15,2.8,247,0.05928
2008-08-25,0.2,15,2.7,253,0.06072
2008-08-26,0.8,14.3,2.6,239,0.05736
2008-08-27,4.1,14.1,2.6,208,0.04992
2008-08-28,1.2,11.9,2.3,208,0.04992
2008-08-29,0.1,12.4,2.3,208,0.04992
2008-08-30,0,12.3,2.3,208,0.04992
2008-08-31,0,13,2.4,208,0.04992
2008-09-01,0,12.1,2.3,208,0.04992
2008-09-02,0,12.1,2.2,208,0.04992
2008-09-03,0,12,2.2,208,0.04992
2008-09-04,0,13.6,2.4,215,0.0516
2008-09-05,0,15.2,2.6,253,0.06072
2008-09-06,0,14,2.4,210,0.0504
2008-09-07,0,11.6,2.1,208,0.04992
2008-09-08,0,10.4,1.9,229,0.05496
2008-09-09,0,10.6,1.9,208,0.04992
2008-09-10,0,10.1,1.8,208,0.04992
2008-09-11,0,10.6,1.9,208,0.04992
2008-09-12,0.1,11.3,1.9,208,0.04992
2008-09-13,0,9.5,1.7,208,0.04992
2008-09-14,0,8.9,1.6,208,0.04992
2008-09-15,0,9.7,1.7,208,0.04992
2008-09-16,0,9.9,1.7,208,0.04992
2008-09-17,0,12.1,1.9,208,0.04992
2008-09-18,9.2,12.1,1.9,476,0.11424
2008-09-19,9.4,11.7,1.8,612,0.14688
2008-09-20,0.2,9.7,1.6,737,0.17688
2008-09-21,5.5,11.5,1.8,865,0.2076
2008-09-22,2.4,9.2,1.5,768,0.18432
2008-09-23,0,7.9,1.3,955,0.2292
2008-09-24,0.5,8.5,1.4,1610,0.3864
2008-09-25,7.7,9.6,1.5,2219,0.53256
2008-09-26,1.4,11.6,1.7,2420,0.5808
2008-09-27,3.8,13.2,1.9,1828,0.43872
2008-09-28,0,10.8,1.6,1025,0.246
2008-09-29,0,11.8,1.7,702,0.16848
2008-09-30,0.9,15,2,536,0.12864
2008-10-01,17.1,11.1,1.6,411,0.09864
2008-10-02,1.7,7.9,1.2,1618,0.38832
2008-10-03,0.1,8.1,1.2,1442,0.34608
2008-10-04,2.9,8.8,1.3,959,0.23016
2008-10-05,1,7.2,1.1,634,0.15216
2008-10-06,0.2,6.5,1,579,0.13896
2008-10-07,0.7,7.9,1.1,717,0.17208
2008-10-08,1,8.8,1.2,551,0.13224
2008-10-09,2,10,1.3,437,0.10488
2008-10-10,1,10,1.3,344,0.08256
2008-10-11,0,8.9,1.2,267,0.06408
2008-10-12,0,11.5,1.4,345,0.0828
2008-10-13,0.6,12.9,1.5,363,0.08712
2008-10-14,12.4,13.4,1.5,319,0.07656
2008-10-15,8.9,10.2,1.2,276,0.06624
2008-10-16,0.5,7.9,1,721,0.17304
2008-10-17,1.8,6.4,0.9,1155,0.2772
2008-10-18,2.3,7.5,0.9,892,0.21408
2008-10-19,2.7,10.2,1.1,611,0.14664
2008-10-20,2.5,10.2,1.1,432,0.10368
2008-10-21,6.1,13,1.3,405,0.0972
2008-10-22,0,9.3,1,728,0.17472
2008-10-23,0,8.9,1,989,0.23736
2008-10-24,0,11.9,1.2,757,0.18168
2008-10-25,0,11.9,1.2,526,0.12624
2008-10-26,0,9.6,1,370,0.0888
2008-10-27,0.1,10.2,1,249,0.05976
2008-10-28,4.2,12.6,1.2,210,0.0504
2008-10-29,3.4,9.9,1,208,0.04992
2008-10-30,0,5.7,0.7,225,0.054
2008-10-31,2.5,6.9,0.8,403,0.09672
2008-11-01,2.1,10.4,1,405,0.0972
2008-11-02,0.1,9.1,0.9,405,0.0972
2008-11-03,0.1,7.1,0.7,405,0.0972
2008-11-04,12.1,11.5,1,405,0.0972
2008-11-05,1.5,7.5,0.7,562,0.13488
2008-11-06,0.4,8.2,0.8,1262,0.30288
2008-11-07,8.1,11.9,1,1240,0.2976
2008-11-08,0.5,6.6,0.7,1223,0.29352
2008-11-09,0,5.1,0.6,1545,0.3708
2008-11-10,2.7,7.1,0.7,1230,0.2952
2008-11-11,7.7,10.6,0.8,979,0.23496
2008-11-12,45.7,8,0.7,1183,0.28392
2008-11-13,5.7,5.7,0.6,4909,1.17816
2008-11-14,1.5,1.8,0.4,5438,1.30512
2008-11-15,7.8,1.2,0.3,4956,1.18944
2008-11-16,1.4,3.1,0.4,4437,1.06488
2008-11-17,9.2,2.8,0.4,4087,0.98088
2008-11-18,13,1.3,0.3,4094,0.98256
2008-11-19,3.4,1.8,0.4,5183,1.24392
2008-11-20,1.8,3.9,0.4,5729,1.37496
2008-11-21,8.2,1.7,0.3,6213,1.49112
2008-11-22,0.5,-1.5,0.2,5995,1.4388
2008-11-23,1.6,-1.4,0.2,5438,1.30512
2008-11-24,7.2,-0.6,0.2,4930,1.1832
2008-11-25,20.6,4.2,0.4,5331,1.27944
2008-11-26,3.2,3.2,0.4,9175,2.202
2008-11-27,8.7,2.3,0.4,11076,2.65824
2008-11-28,3.6,-1.2,0.2,11826,2.83824
2008-11-29,25.3,2.9,0.4,12263,2.94312
2008-11-30,8.8,6.1,0.5,15613,3.74712
2008-12-01,1.9,4.6,0.4,19475,4.674
2008-12-02,0.4,5.5,0.5,19845,4.7628
2008-12-03,0.1,4.6,0.4,19237,4.61688
2008-12-04,0.3,7.6,0.5,17109,4.10616
2008-12-05,0.8,7.4,0.5,15001,3.60024
2008-12-06,2.2,6.3,0.5,13325,3.198
2008-12-07,0,5.4,0.4,11446,2.74704
2008-12-08,0,0.6,0.2,8886,2.13264
2008-12-09,0.2,0.1,0.2,7506,1.80144
2008-12-10,0,0.3,0.2,6838,1.64112
2008-12-11,0,1.7,0.3,5870,1.4088
2008-12-12,6.4,4.9,0.4,5149,1.23576
2008-12-13,16.4,7.7,0.5,4792,1.15008
2008-12-14,1.1,2.8,0.3,5498,1.31952
2008-12-15,0,-1,0.2,5961,1.43064
2008-12-16,0,1.1,0.3,5860,1.4064
2008-12-17,0,5.6,0.4,5856,1.40544
2008-12-18,0.7,6.9,0.5,5756,1.38144
2008-12-19,2,7.7,0.5,5399,1.29576
2008-12-20,0.1,6.4,0.5,5263,1.26312
2008-12-21,4.2,5.7,0.4,4292,1.03008
2008-12-22,13.3,8,0.5,4104,0.98496
2008-12-23,12.2,7.4,0.5,4915,1.1796
2008-12-24,0.2,4.3,0.4,7113,1.70712
2008-12-25,1,-1.3,0.2,7529,1.80696
2008-12-26,0,-7.8,0,NA,NA
2008-12-27,0,-8.1,0,NA,NA
2008-12-28,0.1,-7.8,0,NA,NA
2008-12-29,0,-9.1,0,NA,NA
2008-12-30,1.1,-7.6,0,NA,NA
2008-12-31,1,-7.7,0,NA,NA
2009-01-01,0.8,-6.3,0,3400,0.816
2009-01-02,6.4,-5.3,0,3500,0.84
2009-01-03,1.4,-2.9,0.1,3600,0.864
2009-01-04,7.8,-1.6,0.1,5371,1.28904
2009-01-05,0.4,-3.1,0.1,4525,1.086
2009-01-06,0,-2.8,0.1,3829,0.91896
2009-01-07,0,-5.4,0,3928,0.94272
2009-01-08,6.4,-2.3,0.1,3873,0.92952
2009-01-09,1.5,1.5,0.3,3828,0.91872
2009-01-10,1.3,-0.4,0.2,3845,0.9228
2009-01-11,0,-2,0.1,4169,1.00056
2009-01-12,0.1,-4.3,0,3501,0.84024
2009-01-13,0,-3.8,0.1,3439,0.82536
2009-01-14,0,-0.7,0.2,3968,0.95232
2009-01-15,0,3.3,0.4,3596,0.86304
2009-01-16,0,5,0.5,3426,0.82224
2009-01-17,2.5,5.3,0.5,3009,0.72216
2009-01-18,2.6,4.7,0.5,3184,0.76416
2009-01-19,4.4,4.4,0.4,3899,0.93576
2009-01-20,10.9,2.1,0.4,4357,1.04568
2009-01-21,0.3,5.6,0.5,6216,1.49184
2009-01-22,0.2,11.2,0.8,5883,1.41192
2009-01-23,0,9.2,0.7,5591,1.34184
2009-01-24,1.2,7.9,0.7,5160,1.2384
2009-01-25,0,6.2,0.6,4440,1.0656
2009-01-26,0.2,1.6,0.3,3964,0.95136
2009-01-27,0.4,0.9,0.3,4041,0.96984
2009-01-28,0.8,-2.5,0.2,4273,1.02552
2009-01-29,0,-1.2,0.2,3966,0.95184
2009-01-30,0.1,-0.8,0.2,3884,0.93216
2009-01-31,0,-1.9,0.2,3839,0.92136
2009-02-01,0,-1.6,0.2,3778,0.90672
2009-02-02,0,0.5,0.3,3115,0.7476
2009-02-03,0,0,0.3,3299,0.79176
2009-02-04,0.9,1,0.3,3726,0.89424
2009-02-05,5.7,4.8,0.6,3281,0.78744
2009-02-06,0,1.2,0.4,3322,0.79728
2009-02-07,0,5.2,0.6,2870,0.6888
2009-02-08,0,4.2,0.6,2489,0.59736
2009-02-09,0,4.4,0.6,2011,0.48264
2009-02-10,3.4,8.4,0.9,1696,0.40704
2009-02-11,1.1,7.6,0.8,1898,0.45552
2009-02-12,1.1,9.4,1,2276,0.54624
2009-02-13,10.8,5.7,0.7,2334,0.56016
2009-02-14,10.4,8.1,0.9,2392,0.57408
2009-02-15,2.6,3.3,0.6,3493,0.83832
2009-02-16,0.2,2,0.5,4279,1.02696
2009-02-17,0,5.2,0.7,4102,0.98448
2009-02-18,0.2,7.4,0.9,3785,0.9084
2009-02-19,0.6,5.6,0.8,3897,0.93528
2009-02-20,0,7.3,0.9,3524,0.84576
2009-02-21,0,5.6,0.8,3571,0.85704
2009-02-22,0,6,0.8,2919,0.70056
2009-02-23,0.5,8.4,1,2485,0.5964
2009-02-24,0.3,10.1,1.2,2267,0.54408
2009-02-25,1.6,12.6,1.4,2453,0.58872
2009-02-26,7.4,8,1.1,2287,0.54888
2009-02-27,0,4.2,0.8,2593,0.62232
2009-02-28,0,8,1.1,2715,0.6516
2009-03-01,0,11.1,1.3,3044,0.73056
2009-03-02,0,10.4,1.3,2279,0.54696
2009-03-03,0,9.1,1.2,1875,0.45
2009-03-04,0,13.4,1.6,1660,0.3984
2009-03-05,2.1,7.7,1.1,1449,0.34776
2009-03-06,1.9,6.5,1,1351,0.32424
2009-03-07,0,5.4,0.9,1564,0.37536
2009-03-08,0,6,1,1397,0.33528
2009-03-09,0,6.9,1.1,1488,0.35712
2009-03-10,0,8.8,1.3,1224,0.29376
2009-03-11,0,8.7,1.3,1294,0.31056
2009-03-12,0,9.8,1.4,1034,0.24816
2009-03-13,0,7.6,1.3,1160,0.2784
2009-03-14,0.4,5.8,1.1,940,0.2256
2009-03-15,0.7,8.1,1.3,841,0.20184
2009-03-16,0,7.9,1.3,630,0.1512
2009-03-17,0,6.3,1.1,567,0.13608
2009-03-18,3.5,9.5,1.5,567,0.13608
2009-03-19,3.4,5.2,1.1,673,0.16152
2009-03-20,0.1,4.2,1,1108,0.26592
2009-03-21,0,5.1,1.1,1547,0.37128
2009-03-22,0,4.2,1,1091,0.26184
2009-03-23,0,7.7,1.4,839,0.20136
2009-03-24,0,6.6,1.3,944,0.22656
2009-03-25,0.9,6.1,1.3,1344,0.32256
2009-03-26,0,6.9,1.4,1371,0.32904
2009-03-27,0.1,10.7,1.8,1360,0.3264
2009-03-28,1,7.9,1.5,1275,0.306
2009-03-29,0,4.4,1.1,1273,0.30552
2009-03-30,0,5.3,1.2,1253,0.30072
2009-03-31,0,6,1.3,1129,0.27096
2009-04-01,0,8.6,1.6,1028,0.24672
2009-04-02,0,10.6,1.9,949,0.22776
2009-04-03,0,10.6,1.9,908,0.21792
2009-04-04,0,6.3,1.4,985,0.2364
2009-04-05,0,6.8,1.5,995,0.2388
2009-04-06,0,7.1,1.5,918,0.22032
2009-04-07,0,6.3,1.4,908,0.21792
2009-04-08,0,9.3,1.8,818,0.19632
2009-04-09,0,10.7,2,635,0.1524
2009-04-10,0,12,2.2,489,0.11736
2009-04-11,0,11.4,2.1,407,0.09768
2009-04-12,0,5.8,1.4,405,0.0972
2009-04-13,0.1,5.4,1.4,405,0.0972
2009-04-14,0,7.7,1.7,405,0.0972
2009-04-15,0,7.3,1.7,556,0.13344
2009-04-16,0,5.8,1.5,692,0.16608
2009-04-17,0,5,1.4,640,0.1536
2009-04-18,0,6.8,1.6,589,0.14136
2009-04-19,0,9.1,2,567,0.13608
2009-04-20,0,4.9,1.4,567,0.13608
2009-04-21,0,4.8,1.4,556,0.13344
2009-04-22,0,5.5,1.5,508,0.12192
2009-04-23,0,6.9,1.7,460,0.1104
2009-04-24,0,10.2,2.2,415,0.0996
2009-04-25,1.9,13.9,2.7,405,0.0972
2009-04-26,15.1,11.7,2.4,468,0.11232
2009-04-27,5.9,9.9,2.2,1455,0.3492
2009-04-28,2.4,11.5,2.5,1874,0.44976
2009-04-29,3.7,9,2.1,1504,0.36096
2009-04-30,0,9.8,2.2,1394,0.33456
2009-05-01,0,10.7,2.4,1121,0.26904
2009-05-02,0,14.6,3,752,0.18048
2009-05-03,1.9,16.4,3.3,745,0.1788
2009-05-04,16.9,17,3.4,661,0.15864
2009-05-05,13.3,12.4,2.7,1861,0.44664
2009-05-06,5.3,6.8,1.8,3094,0.74256
2009-05-07,2.3,4.1,1.4,2981,0.71544
2009-05-08,5.8,6.1,1.7,2123,0.50952
2009-05-09,10.3,8.3,2.1,2631,0.63144
2009-05-10,0.5,11.9,2.7,3432,0.82368
2009-05-11,16,11.1,2.6,2517,0.60408
2009-05-12,7.4,11,2.6,4523,1.08552
2009-05-13,5.2,13.4,2.9,4013,0.96312
2009-05-14,0,13.7,3,3801,0.91224
2009-05-15,2.6,17.3,3.6,2562,0.61488
2009-05-16,0,17.9,3.7,2605,0.6252
2009-05-17,7.7,15.2,3.3,2126,0.51024
2009-05-18,0,14.2,3.2,2720,0.6528
2009-05-19,17.9,14.6,3.2,2491,0.59784
2009-05-20,0.7,12.6,2.9,5931,1.42344
2009-05-21,3.2,11.7,2.8,4111,0.98664
2009-05-22,0.2,11.6,2.8,3462,0.83088
2009-05-23,0,13.8,3.1,3457,0.82968
2009-05-24,1.6,14.7,3.3,2545,0.6108
2009-05-25,2.7,15.8,3.5,2734,0.65616
2009-05-26,0,16.2,3.6,2619,0.62856
2009-05-27,0,16.7,3.7,1945,0.4668
2009-05-28,0,13.4,3.1,1833,0.43992
2009-05-29,0,14.2,3.3,1578,0.37872
2009-05-30,0,16.3,3.6,1448,0.34752
2009-05-31,1.3,15.4,3.5,1338,0.32112
2009-06-01,8.6,8.7,2.4,1355,0.3252
2009-06-02,2.5,12.7,3,1632,0.39168
2009-06-03,3.6,14.6,3.4,1551,0.37224
2009-06-04,1.8,17.7,3.9,1631,0.39144
2009-06-05,0.6,16.3,3.7,1226,0.29424
2009-06-06,0,19.3,4.2,1132,0.27168
2009-06-07,11.2,18.5,4.1,1068,0.25632
2009-06-08,0.6,17.4,3.9,1149,0.27576
2009-06-09,0,18.2,4,1138,0.27312
2009-06-10,0,21,4.5,964,0.23136
2009-06-11,5,21.5,4.6,733,0.17592
2009-06-12,6.4,18.4,4.1,663,0.15912
2009-06-13,3.4,16.7,3.8,1062,0.25488
2009-06-14,0.2,15.8,3.6,1075,0.258
2009-06-15,0.1,16,3.6,805,0.1932
2009-06-16,6.1,14.3,3.3,734,0.17616
2009-06-17,0.3,14.2,3.4,920,0.2208
2009-06-18,0,15,3.5,893,0.21432
2009-06-19,9.3,14.6,3.4,704,0.16896
2009-06-20,3.1,14.2,3.4,916,0.21984
2009-06-21,19.4,13.1,3.1,1346,0.32304
2009-06-22,2.7,11.9,2.9,2433,0.58392
2009-06-23,6.5,12.6,3.1,1672,0.40128
2009-06-24,0.2,12.3,3,1203,0.28872
2009-06-25,2.9,13.1,3.2,1526,0.36624
2009-06-26,7.1,13.5,3.2,1353,0.32472
2009-06-27,0.7,11.4,2.8,1596,0.38304
2009-06-28,13.3,14.4,3.4,1271,0.30504
2009-06-29,3.5,14.1,3.3,1801,0.43224
2009-06-30,6.2,12.3,3,1790,0.4296
2009-07-01,1.3,14.7,3.4,1661,0.39864
2009-07-02,10,13.3,3.2,1716,0.41184
2009-07-03,1.1,12.7,3,2791,0.66984
2009-07-04,6.1,14.1,3.3,2132,0.51168
2009-07-05,2.9,12.3,3,2248,0.53952
2009-07-06,0.1,14.1,3.3,2260,0.5424
2009-07-07,0,15.5,3.6,1810,0.4344
2009-07-08,0,17.3,3.8,1412,0.33888
2009-07-09,0,18.5,4,1443,0.34632
2009-07-10,6.5,17.8,3.9,1251,0.30024
2009-07-11,2.3,17.5,3.8,1320,0.3168
2009-07-12,0,18.5,4,1275,0.306
2009-07-13,0.3,20.2,4.3,1122,0.26928
2009-07-14,5.9,19,4.1,1062,0.25488
2009-07-15,0,19,4.1,1145,0.2748
2009-07-16,0.2,20.2,4.3,1014,0.24336
2009-07-17,1.3,19.1,4.1,783,0.18792
2009-07-18,4.1,15.1,3.4,783,0.18792
2009-07-19,3.7,13.9,3.2,848,0.20352
2009-07-20,0,16.1,3.5,961,0.23064
2009-07-21,0,16.1,3.5,842,0.20208
2009-07-22,3.3,18.8,3.9,770,0.1848
2009-07-23,0.7,20,4.1,824,0.19776
2009-07-24,6.8,19.5,4,674,0.16176
2009-07-25,8.2,16.6,3.5,782,0.18768
2009-07-26,0.3,18.4,3.8,1118,0.26832
2009-07-27,0,19.8,4,1071,0.25704
2009-07-28,0,20.1,4.1,825,0.198
2009-07-29,0,21.2,4.2,631,0.15144
2009-07-30,0,22.2,4.4,541,0.12984
2009-07-31,0,18.4,3.7,481,0.11544
2009-08-01,0,17.4,3.6,467,0.11208
2009-08-02,0,20.4,4,468,0.11232
2009-08-03,0,22.4,4.3,447,0.10728
2009-08-04,17.1,21.9,4.2,452,0.10848
2009-08-05,4.3,20.4,4,2390,0.5736
2009-08-06,0.8,19.7,3.8,1328,0.31872
2009-08-07,5.4,19.1,3.7,1522,0.36528
2009-08-08,0,21.7,4.1,1247,0.29928
2009-08-09,0,22.6,4.2,1051,0.25224
2009-08-10,0,23.9,4.4,739,0.17736
2009-08-11,9,19.5,3.7,721,0.17304
2009-08-12,0,22.4,4.1,748,0.17952
2009-08-13,0.2,23.4,4.2,704,0.16896
2009-08-14,0,22.8,4.2,704,0.16896
2009-08-15,1,21.7,3.9,872,0.20928
2009-08-16,6.9,17.9,3.4,935,0.2244
2009-08-17,0.1,19.8,3.6,1656,0.39744
2009-08-18,0,20.8,3.7,918,0.22032
2009-08-19,0,20.7,3.7,671,0.16104
2009-08-20,0,21.3,3.8,634,0.15216
2009-08-21,0,22,3.8,633,0.15192
2009-08-22,0,22.1,3.8,633,0.15192
2009-08-23,0,23.1,3.9,463,0.11112
2009-08-24,0.8,23.1,3.9,428,0.10272
2009-08-25,13.3,21.5,3.7,667,0.16008
2009-08-26,5.7,17.6,3.1,1965,0.4716
2009-08-27,32.1,17.3,3,1326,0.31824
2009-08-28,4.2,13.9,2.5,4912,1.17888
2009-08-29,1.6,14.1,2.6,3066,0.73584
2009-08-30,0.2,16.6,2.9,1625,0.39
2009-08-31,0,20,3.3,1231,0.29544
2009-09-01,25.6,16.5,2.8,1813,0.43512
2009-09-02,5.9,14.1,2.5,5417,1.30008
2009-09-03,0.1,15,2.6,4295,1.0308
2009-09-04,0,17.6,2.9,3155,0.7572
2009-09-05,0.2,19.5,3.1,2588,0.62112
2009-09-06,0.5,15,2.5,2116,0.50784
2009-09-07,0.1,14.6,2.4,2106,0.50544
2009-09-08,0,14.2,2.4,1934,0.46416
2009-09-09,0,15.1,2.5,1796,0.43104
2009-09-10,0,13,2.2,1443,0.34632
2009-09-11,0,16.2,2.6,1462,0.35088
2009-09-12,15.4,15.8,2.5,1399,0.33576
2009-09-13,3.4,11.1,1.9,2977,0.71448
2009-09-14,0,9.1,1.6,2586,0.62064
2009-09-15,0,10.6,1.8,1923,0.46152
2009-09-16,0,14.9,2.3,1751,0.42024
2009-09-17,0,15.9,2.4,1581,0.37944
2009-09-18,0,16,2.3,1422,0.34128
2009-09-19,0,15.8,2.3,1443,0.34632
2009-09-20,0.1,15.3,2.2,1348,0.32352
2009-09-21,0.2,15.5,2.2,1351,0.32424
2009-09-22,0.1,15.1,2.1,1219,0.29256
2009-09-23,0.1,14.8,2.1,1310,0.3144
2009-09-24,0,13.9,2,1225,0.294
2009-09-25,0,14.4,2,1271,0.30504
2009-09-26,0,15.3,2.1,1129,0.27096
2009-09-27,0,15.1,2,1165,0.2796
2009-09-28,0,14.6,2,1129,0.27096
2009-09-29,0,14.7,1.9,1046,0.25104
2009-09-30,0,14.8,1.9,782,0.18768
2009-10-01,0,14.9,1.9,705,0.1692
2009-10-02,0,14.8,1.9,673,0.16152
2009-10-03,0,12.4,1.6,648,0.15552
2009-10-04,0,10.5,1.5,946,0.22704
2009-10-05,0,14.1,1.8,926,0.22224
2009-10-06,1.9,15.7,1.9,854,0.20496
2009-10-07,1,15.2,1.8,808,0.19392
2009-10-08,0,16.8,1.9,864,0.20736
2009-10-09,0,17.9,2,1004,0.24096
2009-10-10,9.8,16.6,1.9,920,0.2208
2009-10-11,5.9,13.1,1.5,1420,0.3408
2009-10-12,9.4,9.9,1.2,1744,0.41856
2009-10-13,4.2,6,0.9,2715,0.6516
2009-10-14,1.8,5.1,0.8,1904,0.45696
2009-10-15,10.8,6.8,1,1836,0.44064
2009-10-16,3.5,9.8,1.2,2323,0.55752
2009-10-17,0,10.2,1.2,3205,0.7692
2009-10-18,0,13.8,1.4,2036,0.48864
2009-10-19,0,14,1.5,1532,0.36768
2009-10-20,0,13,1.4,1334,0.32016
2009-10-21,0,12.2,1.3,1351,0.32424
2009-10-22,1.2,12,1.2,1363,0.32712
2009-10-23,0.7,11.7,1.2,1518,0.36432
2009-10-24,0,5.4,0.7,1651,0.39624
2009-10-25,0,2.4,0.5,1536,0.36864
2009-10-26,0,3.8,0.6,1615,0.3876
2009-10-27,0,3.7,0.6,1612,0.38688
2009-10-28,0,-1,0.3,1557,0.37368
2009-10-29,0,-1.6,0.2,1565,0.3756
2009-10-30,0,-0.7,0.3,1446,0.34704
2009-10-31,0,-0.8,0.3,1615,0.3876
2009-11-01,0,0.2,0.3,1615,0.3876
2009-11-02,0,3,0.5,1615,0.3876
2009-11-03,1.1,8.5,0.8,1578,0.37872
2009-11-04,8.9,11.4,1,1176,0.28224
2009-11-05,5.9,11.2,1,1045,0.2508
2009-11-06,15.3,13.1,1.1,1628,0.39072
2009-11-07,2.2,8.9,0.8,2467,0.59208
2009-11-08,6.5,9.6,0.8,2024,0.48576
2009-11-09,0.5,8.8,0.8,1853,0.44472
2009-11-10,1.3,6.8,0.7,1587,0.38088
2009-11-11,4.2,7,0.7,1430,0.3432
2009-11-12,3.3,5,0.6,1609,0.38616
2009-11-13,0.9,4.6,0.5,1959,0.47016
2009-11-14,0.1,4,0.5,1606,0.38544
2009-11-15,0.1,5,0.5,1432,0.34368
2009-11-16,0.2,8.7,0.7,1523,0.36552
2009-11-17,0,8.7,0.7,1321,0.31704
2009-11-18,4.8,8.6,0.7,1438,0.34512
2009-11-19,3.7,8.9,0.7,1622,0.38928
2009-11-20,3.4,7.3,0.6,1681,0.40344
2009-11-21,0,6.4,0.5,1759,0.42216
2009-11-22,1.3,5.5,0.5,1626,0.39024
2009-11-23,0.1,4.3,0.5,1401,0.33624
2009-11-24,1.6,3.7,0.4,1563,0.37512
2009-11-25,0.5,8,0.6,1477,0.35448
2009-11-26,1.7,8.8,0.6,1534,0.36816
2009-11-27,1.8,8.1,0.6,1407,0.33768
2009-11-28,3.7,7.5,0.6,1520,0.3648
2009-11-29,4.3,7.7,0.6,NA,NA
2009-11-30,9.2,6.1,0.5,NA,NA
2009-12-01,3.8,3.5,0.4,NA,NA
2009-12-02,9.3,2,0.3,NA,NA
2009-12-03,5.8,-2.1,0.1,NA,NA
2009-12-04,1.5,-2.2,0.1,NA,NA
2009-12-05,0.1,-1.6,0.2,NA,NA
2009-12-06,0,-3.2,0.1,NA,NA
2009-12-07,0.1,-1.2,0.2,NA,NA
2009-12-08,4.8,5.1,0.4,NA,NA
2009-12-09,0,5.5,0.4,NA,NA
2009-12-10,3.5,7,0.5,NA,NA
2009-12-11,10.5,12,0.7,NA,NA
2009-12-12,3.8,5.5,0.4,NA,NA
2009-12-13,0,2.3,0.3,NA,NA
2009-12-14,1.1,-0.7,0.2,NA,NA
2009-12-15,1.3,-1,0.2,NA,NA
2009-12-16,0.2,-2,0.1,NA,NA
2009-12-17,1.2,7.7,0.5,NA,NA
2009-12-18,15.3,9.7,0.6,NA,NA
2009-12-19,3.6,6.2,0.4,NA,NA
2009-12-20,1.8,5.8,0.4,NA,NA
2009-12-21,0.6,4.5,0.4,NA,NA
2009-12-22,1.4,2.9,0.3,NA,NA
2009-12-23,1.5,5,0.4,NA,NA
2009-12-24,1.4,8.3,0.5,NA,NA
2009-12-25,5.5,11.6,0.7,NA,NA
2009-12-26,3.7,6.8,0.5,NA,NA
2009-12-27,6.8,4,0.4,NA,NA
2009-12-28,1.2,2.1,0.3,NA,NA
2009-12-29,0.1,-0.2,0.2,NA,NA
2009-12-30,0.2,4,0.3,NA,NA
2009-12-31,9.9,7.1,0.5,NA,NA
2010-01-01,0.9,4.8,0.4,NA,NA
2010-01-02,12,6.7,0.5,NA,NA
2010-01-03,2.5,8.1,0.6,NA,NA
2010-01-04,1.7,6.5,0.5,NA,NA
2010-01-05,7.3,7,0.5,NA,NA
2010-01-06,2.3,7,0.5,NA,NA
2010-01-07,0.2,7.8,0.5,NA,NA
2010-01-08,0,6.4,0.5,NA,NA
2010-01-09,0,5,0.4,NA,NA
2010-01-10,0,5.6,0.5,NA,NA
2010-01-11,0,8,0.6,NA,NA
2010-01-12,0,7.6,0.6,NA,NA
2010-01-13,4.1,9,0.6,NA,NA
2010-01-14,0.1,4.5,0.4,NA,NA
2010-01-15,10.4,3.6,0.4,NA,NA
2010-01-16,10.2,5.9,0.5,NA,NA
2010-01-17,0.1,2.3,0.3,NA,NA
2010-01-18,17,4,0.4,NA,NA
2010-01-19,4.2,4.5,0.4,NA,NA
2010-01-20,2.2,0,0.3,NA,NA
2010-01-21,0,-0.2,0.2,NA,NA
2010-01-22,0.3,-2.8,0.1,NA,NA
2010-01-23,0.1,-2.3,0.1,NA,NA
2010-01-24,2.4,-3.1,0.1,NA,NA
2010-01-25,2.1,-2.7,0.1,NA,NA
2010-01-26,0.3,-3.9,0,NA,NA
2010-01-27,0,-3.4,0.1,NA,NA
2010-01-28,0,-3.3,0.1,NA,NA
2010-01-29,0,-3.6,0.1,NA,NA
2010-01-30,0,-2.6,0.1,NA,NA
2010-01-31,0.1,-3,0.1,NA,NA
2010-02-01,0,-2.3,0.2,NA,NA
2010-02-02,0,-2,0.2,NA,NA
2010-02-03,0,-3.6,0.1,NA,NA
2010-02-04,0,-4.2,0.1,NA,NA
2010-02-05,0,-3.4,0.1,NA,NA
2010-02-06,0.4,-1.8,0.2,NA,NA
2010-02-07,2.5,1.3,0.4,NA,NA
2010-02-08,0,1.2,0.4,NA,NA
2010-02-09,0,3.6,0.5,NA,NA
2010-02-10,0,4.6,0.6,NA,NA
2010-02-11,0,5.7,0.7,NA,NA
2010-02-12,0,6.7,0.8,NA,NA
2010-02-13,0,6.7,0.8,NA,NA
2010-02-14,0,7.8,0.9,NA,NA
2010-02-15,0,7,0.8,NA,NA
2010-02-16,0,8.5,1,NA,NA
2010-02-17,0,4.2,0.6,NA,NA
